trace_coda_end_sample,source_depth_km,source_latitude_deg,source_longitude_deg,source_magnitude,source_origin_time,trace_p_arrival_sample,trace_p_arrival_time,trace_p_arrival_uncertainty_s,trace_s_arrival_sample,trace_s_arrival_time,trace_s_arrival_uncertainty_s,trace_snr_db,station_elevation_m,station_latitude_deg,station_longitude_deg,station_code,trace_category,trace_name_original,split,trace_name,trace_causal,trace_polarity,ID_poligono
998.0,7.0827636720000005,31.20150128,-103.4292802,2.35715484,2019-08-19T02:59:23.031798Z,276.0,2019-08-19T02:59:27.952303Z,0.200000003,637.0,2019-08-19T02:59:31.561664Z,0.3000000119,[12.43125159 35.06287243 38.79786921],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qelq_PCOS_EV,test,"bucket277$210,:3,:6000",unknown,unknown,3
646.0,4.100634766,31.31094372,-103.6017944,1.505407559,2019-08-19T04:38:59.388143Z,250.0,2019-08-19T04:39:02.433842Z,0.1000000015,448.0,2019-08-19T04:39:04.412101Z,0.200000003,[ 8.34708178 29.7421006  21.81465191],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qeow_PCOS_EV,train,"bucket275$886,:3,:6000",unknown,unknown,3
899.0,5.180371094,31.40695842,-103.6700078,1.856892721,2019-08-19T04:38:58.878778Z,475.0,2019-08-19T04:39:02.377081Z,0.200000003,687.0,2019-08-19T04:39:04.498967Z,0.200000003,[ 9.96793926 30.71076682 21.92185617],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qeox_PCOS_EV,train,"bucket275$893,:3,:6000",unknown,unknown,3
1358.0,6.902807617000001,31.39661919,-103.6681171,2.283566366,2019-08-19T08:21:51.798684Z,920.0,2019-08-19T08:21:55.205747Z,0.3000000119,1139.0,2019-08-19T08:21:57.392220Z,,[22.23243206 43.33242513 33.64592337],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qewg_PCOS_EV,test,"bucket277$238,:3,:6000",unknown,unknown,3
1237.0,5.437451172,31.3908776,-103.6640854,2.10179213,2019-08-19T12:52:07.015124Z,825.0,2019-08-19T12:52:10.275960Z,0.400000006,1031.0,2019-08-19T12:52:12.336784Z,0.400000006,[ 8.16682619 25.57406462 19.6379698 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qffe_PCOS_EV,test,"bucket277$246,:3,:6000",unknown,unknown,3
787.0,5.745947266,31.40925313,-103.673768,1.765552183,2019-08-19T13:06:43.098068Z,345.0,2019-08-19T13:06:46.504297Z,0.3000000119,566.0,2019-08-19T13:06:48.711510Z,0.200000003,[ 2.64403072 24.69828443 17.89496644],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qffr_PCOS_EV,dev,"bucket279$520,:3,:6000",unknown,unknown,3
702.0,3.715014648,31.2449986,-103.5698818,1.74136807,2019-08-19T14:17:51.188962Z,212.0,2019-08-19T14:17:55.305005Z,0.200000003,457.0,2019-08-19T14:17:57.759151Z,0.200000003,[ 7.0077059  20.27741325 23.31155422],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qfia_PCOS_EV,dev,"bucket279$525,:3,:6000",unknown,unknown,3
616.0,6.774267578,31.3917985,-103.6619396,2.333544692,2019-08-19T14:51:02.512225Z,256.0,2019-08-19T14:51:06.038634Z,0.200000003,436.0,2019-08-19T14:51:07.836925Z,0.200000003,[15.18651903 36.63775778 32.05129845],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qfjc_PCOS_EV,test,"bucket277$257,:3,:6000",unknown,unknown,3
369.0,3.5864746089999997,31.36057743,-103.5116824,1.9219412,2019-08-20T19:32:06.715279Z,143.0,2019-08-20T19:32:08.048185Z,0.200000003,256.0,2019-08-20T19:32:09.183534Z,0.200000003,[16.35671754 23.32154636 16.92946163],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qhnw_PCOS_EV,test,"bucket277$274,:3,:6000",unknown,unknown,4
1367.0,4.203466797,31.47548447,-103.5653401,1.540632639,2019-08-21T06:56:48.756722Z,1081.0,2019-08-21T06:56:50.741955Z,,1224.0,2019-08-21T06:56:52.167100Z,0.6000000238,[12.05015019 26.78905706 25.1423888 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qikl_PCOS_EV,dev,"bucket279$540,:3,:6000",unknown,unknown,4
1180.0,5.231787109,31.46996903,-103.5707112,2.194667354,2019-08-21T08:36:54.011480Z,870.0,2019-08-21T08:36:55.760813Z,,1025.0,2019-08-21T08:36:57.315824Z,0.400000006,[24.68547711 36.65774656 28.9055651 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qint_PCOS_EV,test,"bucket277$285,:3,:6000",unknown,unknown,4
1392.0,7.391259766,31.52504496,-103.6997064,1.972083159,2019-08-21T08:57:26.007275Z,714.0,2019-08-21T08:57:30.591414Z,,1053.0,2019-08-21T08:57:33.977776Z,0.3000000119,[13.59636553 22.66278459 25.6926358 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qiol_PCOS_EV,dev,"bucket279$545,:3,:6000",unknown,unknown,1
544.0,5.514575195,31.36263649,-103.4915617,2.049766903,2019-08-22T01:50:09.908710Z,236.0,2019-08-22T01:50:11.389803Z,0.200000003,390.0,2019-08-22T01:50:12.928443Z,0.200000003,[14.68156779 32.01300414 33.88785364],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qjvw_PCOS_EV,dev,"bucket279$552,:3,:6000",unknown,unknown,4
2422.0,8.111083984,31.66733885,-104.2952547,2.212212249,2019-08-22T09:29:01.760441Z,492.0,2019-08-22T09:29:16.711811Z,0.400000006,1457.0,2019-08-22T09:29:26.360317Z,0.400000006,[ 5.40254602 11.40744972 13.62372355],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qkkz_PCOS_EV,train,"bucket276$62,:3,:6000",SWDdp,unknown,0
2708.0,7.648339844,31.64931943,-104.3117962,2.784334996,2019-08-23T06:52:36.917660Z,770.0,2019-08-23T06:52:52.135010Z,0.3000000119,1739.0,2019-08-23T06:53:01.827596Z,0.3000000119,[12.26762961 18.68484919 20.00561519],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qmbi_PCOS_EV,train,"bucket276$109,:3,:6000",SWDdp,unknown,0
985.0,0.7843017578,31.42055586,-103.5162148,1.52980011,2019-08-23T08:05:54.577134Z,833.0,2019-08-23T08:05:54.813520Z,,909.0,2019-08-23T08:05:55.573427Z,,[33.06225771 48.09904968 46.62812541],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qmdt_PCOS_EV,dev,"bucket279$569,:3,:6000",unknown,unknown,4
1041.0,1.324169922,31.44331181,-103.541711,1.516732647,2019-08-23T08:16:07.796622Z,887.0,2019-08-23T08:16:09.088387Z,0.200000003,964.0,2019-08-23T08:16:09.863031Z,0.3000000119,[33.63769094 48.49147922 45.93273212],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qmec_PCOS_EV,train,"bucket276$129,:3,:6000",unknown,unknown,4
1455.0,1.401293945,31.26016371,-103.5816741,1.813044683,2019-08-23T10:15:16.100350Z,743.0,2019-08-23T10:15:19.725733Z,0.200000003,1099.0,2019-08-23T10:15:23.284025Z,0.5,[14.97586525 20.9310871  17.67527989],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qmia_PCOS_EV,train,"bucket276$149,:3,:6000",unknown,unknown,3
685.0,2.969482422,31.43962563,-103.507346,2.171529596,2019-08-24T06:43:06.591969Z,553.0,2019-08-24T06:43:07.556529Z,,619.0,2019-08-24T06:43:08.210179Z,,[26.72189051 39.73514968 47.2102776 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qnwj_PCOS_EV,dev,"bucket279$573,:3,:6000",unknown,unknown,4
2167.0,4.434838867000001,31.11643631,-103.2653811,3.032183212,2019-08-25T09:32:06.365918Z,1077.0,2019-08-25T09:32:15.243373Z,0.400000006,1622.0,2019-08-25T09:32:20.693011Z,,[ 2.7356027  17.7041345  15.22992781],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qpxp_PCOS_EV,train,"bucket276$187,:3,:6000",unknown,unknown,7
366.0,4.306298828,31.42123077,-103.4848082,1.857423239,2019-08-25T11:27:14.270209Z,192.0,2019-08-25T11:27:15.466896Z,0.1000000015,279.0,2019-08-25T11:27:16.336282Z,0.200000003,[28.25577067 42.66803221 37.57028974],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qqbk_PCOS_EV,train,"bucket276$210,:3,:6000",unknown,D,4
690.0,5.0261230470000005,31.34678419,-103.498815,2.195666985,2019-08-25T20:10:28.987236Z,370.0,2019-08-25T20:10:30.610368Z,0.200000003,530.0,2019-08-25T20:10:32.213928Z,0.200000003,[26.28699345 38.2813208  39.57137574],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qqsr_PCOS_EV,train,"bucket276$228,:3,:6000",unknown,unknown,4
2908.0,6.671435547,31.66195073,-104.2726055,2.902052609,2019-08-25T23:00:17.971854Z,994.0,2019-08-25T23:00:32.642939Z,0.5,1951.0,2019-08-25T23:00:42.218005Z,0.5,[10.06020044 19.76277907 17.52425176],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qqyg_PCOS_EV,train,"bucket276$249,:3,:6000",SWDdp,unknown,0
522.0,4.2805908200000005,31.41134337,-103.4748853,2.073610897,2019-08-26T05:59:25.499923Z,326.0,2019-08-26T05:59:26.486228Z,0.1000000015,424.0,2019-08-26T05:59:27.460643Z,0.200000003,[36.23321467 45.96232354 38.85553044],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qrmc_PCOS_EV,train,"bucket276$266,:3,:6000",unknown,D,4
1307.0,5.231787109,31.17305728,-103.4967858,1.852968108,2019-08-27T08:05:51.095986Z,489.0,2019-08-27T08:05:56.315179Z,0.400000006,898.0,2019-08-27T08:06:00.410739Z,,[10.55461105 17.54116827 30.85226253],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019qtlt_PCOS_EV,train,"bucket276$298,:3,:6000",unknown,unknown,3
1001.0,4.5119628910000005,31.57101096,-103.6933224,2.179040005,2019-09-01T22:21:50.016326Z,279.0,2019-09-01T22:21:55.428130Z,0.3000000119,640.0,2019-09-01T22:21:59.035038Z,0.3000000119,[11.24864185 21.91481462 19.01798015],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rdrn_PCOS_EV,test,"bucket277$512,:3,:6000",unknown,unknown,1
1121.0,3.1237304690000003,31.47869859,-103.5884394,1.546977848,2019-09-02T11:23:54.071546Z,731.0,2019-09-02T11:23:56.371953Z,0.200000003,926.0,2019-09-02T11:23:58.321072Z,0.3000000119,[11.5891699  26.12309086 24.82350352],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019reri_PCOS_EV,test,"bucket277$539,:3,:6000",unknown,unknown,4
1002.0,4.126342773,31.40860816,-103.5215882,1.70677862,2019-09-02T20:31:11.561991Z,872.0,2019-09-02T20:31:12.644353Z,0.1000000015,937.0,2019-09-02T20:31:13.291887Z,0.200000003,[23.03519714 38.24108167 26.76511394],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rfjj_PCOS_EV,test,"bucket277$546,:3,:6000",unknown,D,4
1289.0,5.231787109,31.28043381,-103.3423297,2.187777718,2019-09-03T19:32:18.150274Z,491.0,2019-09-03T19:32:23.853919Z,0.3000000119,890.0,2019-09-03T19:32:27.848525Z,0.3000000119,[12.04021337 27.50979942 31.708744  ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rhcy_PCOS_EV,train,"bucket276$529,:3,:6000",unknown,unknown,6
2958.0,7.854003906,31.67098648,-104.3765679,2.569772906,2019-09-05T07:33:41.066324Z,936.0,2019-09-05T07:33:57.310015Z,0.3000000119,1947.0,2019-09-05T07:34:07.424845Z,0.400000006,[ 7.18428023 19.17005116 19.03350484],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rjwf_PCOS_EV,test,"bucket277$566,:3,:6000",unknown,unknown,0
980.0,3.894970703,31.55536332,-103.4072821,1.581099135,2019-09-06T05:12:11.143794Z,280.0,2019-09-06T05:12:14.671492Z,0.200000003,630.0,2019-09-06T05:12:18.169243Z,0.200000003,[19.71729235 27.16057208 26.95232805],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rlnb_PCOS_EV,test,"bucket277$587,:3,:6000",unknown,unknown,5
1188.0,3.689306641,31.36331253,-103.4698318,0.9812869627,2019-09-06T11:58:05.530202Z,900.0,2019-09-06T11:58:06.989045Z,0.3000000119,1044.0,2019-09-06T11:58:08.423372Z,0.200000003,[ 7.92417152 17.64216579 19.09111465],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rmal_PCOS_EV,train,"bucket276$584,:3,:6000",unknown,unknown,4
1374.0,3.689306641,31.47272701,-103.562117,1.980559172,2019-09-06T15:14:17.097434Z,1074.0,2019-09-06T15:14:18.932414Z,0.200000003,1224.0,2019-09-06T15:14:20.427187Z,0.200000003,[10.01329018 24.57096392 23.9048687 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rmgx_PCOS_EV,train,"bucket276$593,:3,:6000",unknown,unknown,4
1901.0,5.46315918,31.35672462,-103.0849049,3.36855488,2019-09-06T15:55:08.970501Z,739.0,2019-09-06T15:55:16.835604Z,0.200000003,1320.0,2019-09-06T15:55:22.646119Z,0.3000000119,[15.68115355 38.83010275 31.42076039],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rmih_PCOS_EV,train,"bucket276$614,:3,:6000",unknown,unknown,5
2192.0,5.5402832029999995,31.36158448,-103.0942695,3.00401291,2019-09-06T16:10:47.230273Z,756.0,2019-09-06T16:10:53.824238Z,0.3000000119,1474.0,2019-09-06T16:11:01.009004Z,0.3000000119,[14.07450054 29.60759951 26.19346719],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rmiu_PCOS_EV,train,"bucket276$634,:3,:6000",unknown,unknown,5
1299.0,4.923291016,31.20315814,-103.307157,1.748737938,2019-09-07T04:59:25.858183Z,239.0,2019-09-07T04:59:31.398646Z,0.400000006,769.0,2019-09-07T04:59:36.699939Z,0.400000006,[ 2.1509775  14.09721332 17.34777298],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rnid_PCOS_EV,train,"bucket276$679,:3,:6000",unknown,unknown,6
567.0,4.306298828,31.43132504,-103.460102,1.101058505,2019-09-07T22:16:15.826727Z,351.0,2019-09-07T22:16:17.383609Z,0.1000000015,459.0,2019-09-07T22:16:18.459518Z,0.400000006,[ 6.3294133  15.37411324 13.52705829],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019roqk_PCOS_EV,train,"bucket276$699,:3,:6000",unknown,unknown,4
1775.0,5.2060791019999995,31.18339717,-103.4949046,2.07028024,2019-09-08T00:52:50.839524Z,911.0,2019-09-08T00:52:55.895784Z,0.400000006,1343.0,2019-09-08T00:53:00.214258Z,0.200000003,[ 9.61043661 22.81263604 26.70644373],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rovn_PCOS_EV,train,"bucket276$715,:3,:6000",unknown,unknown,3
985.0,5.437451172,31.16017781,-103.477521,2.046609138,2019-09-08T12:06:54.634501Z,197.0,2019-09-08T12:07:00.441011Z,0.200000003,591.0,2019-09-08T12:07:04.384947Z,0.3000000119,[ 7.56239487 15.99732376 24.87818714],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rprt_PCOS_EV,test,"bucket277$660,:3,:6000",unknown,unknown,3
1735.0,0.7071777344,31.23530139,-103.2931401,2.143484777,2019-09-10T01:50:50.798408Z,811.0,2019-09-10T01:50:56.598912Z,0.200000003,1273.0,2019-09-10T01:51:01.212850Z,0.3000000119,[ 3.43323911 23.93484949 20.54169427],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rsol_PCOS_EV,train,"bucket276$759,:3,:6000",unknown,unknown,7
1078.0,5.154663085999999,31.1548966,-103.4842174,1.864054389,2019-09-12T05:11:38.487774Z,240.0,2019-09-12T05:11:44.215508Z,0.3000000119,659.0,2019-09-12T05:11:48.408692Z,0.3000000119,[ 4.26802363 14.15584316 24.31183048],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rwmb_PCOS_EV,train,"bucket276$803,:3,:6000",unknown,unknown,3
1328.0,5.231787109,31.20057313,-103.4207118,2.206492058,2019-09-12T09:51:40.250713Z,588.0,2019-09-12T09:51:45.269119Z,0.3000000119,958.0,2019-09-12T09:51:48.962031Z,0.3000000119,[ 8.68059534 29.83752192 34.95933463],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rwvh_PCOS_EV,train,"bucket276$819,:3,:6000",unknown,unknown,3
1046.0,2.969482422,31.36976845,-103.5095314,1.50476152,2019-09-13T06:43:46.202744Z,838.0,2019-09-13T06:43:47.474047Z,0.200000003,942.0,2019-09-13T06:43:48.507882Z,0.400000006,[30.1840494  44.9103079  30.47097451],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019rykp_PCOS_EV,train,"bucket276$855,:3,:6000",unknown,unknown,4
1063.0,4.5119628910000005,31.37528088,-103.5030893,2.107864146,2019-09-13T11:29:02.548999Z,809.0,2019-09-13T11:29:03.692398Z,0.200000003,936.0,2019-09-13T11:29:04.966687Z,0.200000003,[20.45905458 34.20894089 28.09337855],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019ryua_PCOS_EV,test,"bucket277$720,:3,:6000",unknown,unknown,4
1553.0,3.45793457,31.09712123,-103.260091,2.750892063,2019-09-15T02:29:14.570316Z,385.0,2019-09-15T02:29:23.789921Z,0.3000000119,969.0,2019-09-15T02:29:29.621452Z,0.400000006,[10.24904838 26.86469333 22.33161896],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019sbtf_PCOS_EV,test,"bucket277$733,:3,:6000",unknown,unknown,7
1177.0,5.231787109,31.20608472,-103.4174899,2.229093646,2019-09-17T10:35:10.687038Z,339.0,2019-09-17T10:35:15.554998Z,0.3000000119,758.0,2019-09-17T10:35:19.737263Z,0.400000006,[13.44299245 22.77940231 28.75693238],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019sgag_PCOS_EV,train,"bucket276$923,:3,:6000",unknown,unknown,6
1303.0,4.614794922,31.37896191,-103.5138194,2.108158245,2019-09-20T03:14:20.773778Z,1063.0,2019-09-20T03:14:21.763317Z,0.1000000015,1183.0,2019-09-20T03:14:22.963858Z,0.200000003,[33.18010514 43.74773202 35.43281449],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019skyf_PCOS_EV,train,"bucket276$996,:3,:6000",unknown,unknown,4
941.0,3.689306641,31.41478298,-103.4644142,1.167461837,2019-09-20T16:51:05.550783Z,757.0,2019-09-20T16:51:06.895497Z,0.1000000015,849.0,2019-09-20T16:51:07.811584Z,0.200000003,[16.77658791 24.34419232 23.68296363],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019slzd_PCOS_EV,train,"bucket276$1019,:3,:6000",unknown,unknown,4
677.0,3.689306641,31.30910756,-103.5942865,1.806648695,2019-09-22T07:59:03.954104Z,159.0,2019-09-22T07:59:06.898034Z,,418.0,2019-09-22T07:59:09.490896Z,0.5,[12.06469699 27.24741297 21.0557424 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019soyp_PCOS_EV,train,"bucket278$34,:3,:6000",unknown,unknown,3
748.0,3.894970703,31.41846433,-103.4708525,1.587301351,2019-09-22T09:40:02.261288Z,532.0,2019-09-22T09:40:03.505116Z,0.1000000015,640.0,2019-09-22T09:40:04.582686Z,0.200000003,[33.94692673 42.45644012 41.90111253],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019spby_PCOS_EV,train,"bucket278$52,:3,:6000",unknown,unknown,4
377.0,6.5686035160000005,31.3863081,-103.4966427,1.666643217,2019-09-22T13:23:38.152717Z,145.0,2019-09-22T13:23:39.775616Z,0.1000000015,261.0,2019-09-22T13:23:40.938264Z,0.200000003,[25.9613349  40.14902182 29.53357782],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019spji_PCOS_EV,dev,"bucket279$726,:3,:6000",unknown,D,4
747.0,3.792138672,31.38999212,-103.513814,1.86567258,2019-09-22T14:00:16.820493Z,623.0,2019-09-22T14:00:17.904826Z,0.1000000015,685.0,2019-09-22T14:00:18.523575Z,0.200000003,[31.31655475 41.58311439 29.26917991],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019spkn_PCOS_EV,test,"bucket277$832,:3,:6000",unknown,unknown,4
791.0,4.897583008,31.39157763,-103.470073,2.185486591,2019-09-22T14:45:19.860865Z,547.0,2019-09-22T14:45:21.229173Z,,669.0,2019-09-22T14:45:22.447847Z,0.3000000119,[18.2996332  30.69186571 30.31103425],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019spma_PCOS_EV,train,"bucket278$88,:3,:6000",unknown,unknown,4
1105.0,5.2060791019999995,31.31804991,-103.4808687,1.886448559,2019-09-23T17:11:55.244673Z,705.0,2019-09-23T17:11:57.398159Z,0.200000003,905.0,2019-09-23T17:11:59.403007Z,0.200000003,[ 9.25861047 19.79295455 22.55673409],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019srmj_PCOS_EV,train,"bucket278$114,:3,:6000",unknown,unknown,4
693.0,5.334619141,31.45980633,-103.6759776,1.729479916,2019-09-24T03:52:57.697716Z,395.0,2019-09-24T03:52:58.316749Z,0.1000000015,544.0,2019-09-24T03:52:59.800704Z,0.200000003,[16.97598473 30.87734796 28.58886571],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019sshn_PCOS_EV,train,"bucket278$127,:3,:6000",unknown,unknown,1
1053.0,4.306298828,31.17766356,-103.5963807,2.868835057,2019-09-25T19:34:15.487721Z,195.0,2019-09-25T19:34:21.078664Z,0.3000000119,624.0,2019-09-25T19:34:25.366348Z,0.200000003,[20.04584035 28.73392429 39.27538363],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019svib_PCOS_EV,train,"bucket278$172,:3,:6000",unknown,unknown,3
1552.0,4.486254883,31.17467686,-103.59397,1.902296622,2019-09-25T22:09:50.191364Z,786.0,2019-09-25T22:09:55.979933Z,0.200000003,1169.0,2019-09-25T22:09:59.807153Z,0.200000003,[ 6.15164138 11.94504507 21.35110631],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019svne_PCOS_EV,train,"bucket278$185,:3,:6000",unknown,unknown,3
653.0,2.043994141,31.4193781,-103.4633358,1.000848866,2019-09-26T13:35:56.335667Z,447.0,2019-09-26T13:35:57.528230Z,0.5,550.0,2019-09-26T13:35:58.559838Z,0.200000003,[1.6129454  8.41015979 2.50261684],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019swrt_PCOS_EV,dev,"bucket279$746,:3,:6000",unknown,unknown,4
1247.0,1.092797852,31.25143325,-103.56238,2.00982579,2019-09-27T07:29:27.930508Z,665.0,2019-09-27T07:29:31.643200Z,0.200000003,956.0,2019-09-27T07:29:34.557497Z,0.3000000119,[15.06269712 29.61558518 25.58925838],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019sybd_PCOS_EV,train,"bucket278$210,:3,:6000",unknown,unknown,3
1225.0,4.357714844,31.2121373,-103.5455055,1.901591751,2019-09-27T21:37:01.923461Z,561.0,2019-09-27T21:37:06.619772Z,0.400000006,893.0,2019-09-27T21:37:09.939362Z,0.200000003,[ 6.34949114 13.70215395 27.21774468],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019szdc_PCOS_EV,train,"bucket278$235,:3,:6000",unknown,unknown,3
1056.0,5.128955078,31.22913053,-103.5031775,1.952575106,2019-09-28T02:29:11.188817Z,360.0,2019-09-28T02:29:16.467653Z,0.3000000119,708.0,2019-09-28T02:29:19.949333Z,0.3000000119,[ 9.08111694 19.6149854  28.05881195],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019szmt_PCOS_EV,test,"bucket277$901,:3,:6000",unknown,unknown,3
2073.0,1.118505859,31.17733495,-103.2665302,2.001562406,2019-09-28T05:11:37.753211Z,1085.0,2019-09-28T05:11:44.868863Z,0.400000006,1579.0,2019-09-28T05:11:49.809998Z,0.400000006,[ 6.1383751  19.17075306 20.65929941],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019szsc_PCOS_EV,dev,"bucket279$762,:3,:6000",unknown,unknown,7
1171.0,0.4758056641,31.24270089,-103.5655948,1.81470552,2019-09-28T11:33:27.391334Z,681.0,2019-09-28T11:33:31.497607Z,0.200000003,926.0,2019-09-28T11:33:33.948867Z,0.200000003,[ 7.50940743 18.05528787 20.6547296 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019taes_PCOS_EV,test,"bucket277$920,:3,:6000",unknown,unknown,3
307.0,3.483642578,31.43133922,-103.4805048,2.285047049,2019-09-28T18:07:45.683032Z,129.0,2019-09-28T18:07:46.934060Z,0.1000000015,218.0,2019-09-28T18:07:47.822262Z,0.200000003,[48.31365067 53.7623997  55.44685006],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019tars_PCOS_EV,dev,"bucket279$769,:3,:6000",unknown,D,4
620.0,4.769042969,31.39960021,-103.4445704,2.122844299,2019-09-29T22:57:31.495345Z,298.0,2019-09-29T22:57:33.053841Z,0.200000003,459.0,2019-09-29T22:57:34.657865Z,0.200000003,[20.95520533 31.26309669 30.11684303],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019tcwu_PCOS_EV,train,"bucket278$305,:3,:6000",unknown,unknown,4
726.0,5.2060791019999995,31.40720524,-103.4722052,1.998063553,2019-09-30T12:27:17.490419Z,494.0,2019-09-30T12:27:18.863537Z,,610.0,2019-09-30T12:27:20.028334Z,0.200000003,[17.79620768 25.18808896 30.37963622],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019tdxm_PCOS_EV,dev,"bucket279$775,:3,:6000",unknown,unknown,4
312.0,4.306298828,31.42858425,-103.4848023,1.364000999,2019-09-30T16:01:38.529752Z,148.0,2019-09-30T16:01:39.516755Z,0.200000003,230.0,2019-09-30T16:01:40.332057Z,0.200000003,[20.95720155 36.52672088 33.02856411],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019teeo_PCOS_EV,train,"bucket278$326,:3,:6000",unknown,unknown,4
795.0,5.128955078,31.38355997,-103.5202569,1.175614858,2019-09-30T16:44:01.220212Z,533.0,2019-09-30T16:44:02.414547Z,0.200000003,664.0,2019-09-30T16:44:03.720472Z,0.200000003,[14.7498302  28.56473749 18.19666829],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019tefy_PCOS_EV,train,"bucket278$331,:3,:6000",unknown,unknown,4
779.0,4.614794922,31.36975827,-103.4880688,1.719621134,2019-10-01T05:04:19.533133Z,527.0,2019-10-01T05:04:21.057641Z,0.1000000015,653.0,2019-10-01T05:04:22.323049Z,0.200000003,[17.28563014 27.37620434 28.68454094],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019tfej_PCOS_EV,train,"bucket278$396,:3,:6000",unknown,unknown,4
1077.0,3.663598633,31.24637775,-103.5613082,1.850400228,2019-10-01T08:27:20.156763Z,501.0,2019-10-01T08:27:24.112788Z,0.3000000119,789.0,2019-10-01T08:27:26.989662Z,0.3000000119,[15.83931781 20.34664212 21.1200682 ],788.2,31.408922,-103.510147,PCOS,earthquake_local,texnet2019tflc_PCOS_EV,train,"bucket278$473,:3,:6000",unknown,unknown,3
